epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,38204.4,0.77688,0.33402,0.95362,0.97926,0.95809,0.979,0.72683,1.05114,0.33975,1.04986,0.003796,0.003796,0.003796
190,38406.1,0.7785,0.3376,0.95803,0.97951,0.95818,0.97899,0.72666,1.05143,0.34019,1.05017,0.003763,0.003763,0.003763
191,38608,0.77916,0.33771,0.95735,0.97952,0.95864,0.97926,0.72689,1.05137,0.34028,1.05036,0.00373,0.00373,0.00373
192,38809.8,0.77213,0.33129,0.95042,0.97952,0.95861,0.97923,0.72659,1.05155,0.33998,1.05052,0.003697,0.003697,0.003697
193,39011.8,0.77381,0.33232,0.95253,0.97951,0.95847,0.97928,0.72729,1.05169,0.34024,1.05071,0.003664,0.003664,0.003664
194,39213.7,0.7708,0.32898,0.9459,0.97952,0.95853,0.9793,0.72759,1.05184,0.34023,1.05091,0.003631,0.003631,0.003631
195,39415.7,0.76626,0.32984,0.94284,0.97951,0.95847,0.97932,0.72736,1.05189,0.34013,1.05097,0.003598,0.003598,0.003598
196,39617.6,0.7666,0.33286,0.94621,0.97951,0.95846,0.97936,0.72721,1.05206,0.33999,1.05116,0.003565,0.003565,0.003565
197,39819.7,0.76632,0.33128,0.94973,0.97955,0.95809,0.97941,0.72726,1.05207,0.34037,1.0513,0.003532,0.003532,0.003532
198,40021.6,0.75944,0.32879,0.94644,0.97997,0.95851,0.97946,0.7276,1.05228,0.34045,1.05145,0.003499,0.003499,0.003499
199,40223.5,0.76573,0.32804,0.94187,0.97979,0.95854,0.97952,0.72797,1.05239,0.34036,1.05157,0.003466,0.003466,0.003466
200,40425.4,0.76312,0.32614,0.94331,0.97974,0.95854,0.9796,0.728,1.05257,0.3404,1.05167,0.003433,0.003433,0.003433
201,40627.5,0.75136,0.32358,0.93884,0.97952,0.95854,0.97949,0.72766,1.05275,0.34028,1.05169,0.0034,0.0034,0.0034
202,40829.5,0.75571,0.32667,0.94178,0.97906,0.95858,0.97953,0.72795,1.05265,0.34063,1.05172,0.003367,0.003367,0.003367
203,41031.4,0.75372,0.32435,0.94014,0.97871,0.95945,0.97956,0.72751,1.05291,0.34079,1.05178,0.003334,0.003334,0.003334
204,41233.3,0.75329,0.32493,0.93926,0.97876,0.95945,0.97961,0.72722,1.05323,0.34035,1.05181,0.003301,0.003301,0.003301
205,41435.3,0.74617,0.32154,0.93383,0.97885,0.95945,0.97962,0.72705,1.05334,0.34033,1.05185,0.003268,0.003268,0.003268
206,41637,0.74759,0.32212,0.9396,0.97908,0.9594,0.97963,0.72701,1.05358,0.34063,1.052,0.003235,0.003235,0.003235
207,41839.1,0.74131,0.32018,0.93918,0.9788,0.95991,0.97966,0.72683,1.05379,0.34061,1.05212,0.003202,0.003202,0.003202
208,42041,0.73947,0.31774,0.93487,0.9787,0.95991,0.97969,0.72747,1.05406,0.34015,1.05226,0.003169,0.003169,0.003169
209,42242.9,0.73657,0.31901,0.93696,0.97877,0.95991,0.97972,0.72748,1.05419,0.34008,1.05234,0.003136,0.003136,0.003136
210,42444.7,0.73583,0.3185,0.9339,0.97906,0.95991,0.97976,0.72715,1.05431,0.34035,1.05248,0.003103,0.003103,0.003103
211,42646.5,0.73292,0.31686,0.93311,0.97903,0.95991,0.97983,0.72688,1.05455,0.34034,1.05263,0.00307,0.00307,0.00307
212,42848.4,0.74419,0.31881,0.93819,0.97909,0.95986,0.97984,0.72718,1.0547,0.34036,1.05288,0.003037,0.003037,0.003037
